1,2,3,4,5,6,7,8,9,10,Pattern
0.4325348294123905,0.6220597825996013,0.3024020994257774,0.6587526024964131,0.27356318487092435,0.7599246544769298,0.1707454695837191,1.0,0.764448852822766,0.07199632840449734,4
0.3680582598891386,0.4620787993221224,0.24567355678078884,0.5468813900688417,0.20345914703485146,0.6494522596059178,0.16911392517873303,1.0,0.7364643550546291,0.1172160493052179,4
0.4050044001705912,0.5941091592281504,0.32195298858984245,0.6520643688055856,0.2315776758094379,0.6950295785164152,0.18611762619672728,1.0,0.026841426859290963,0.0,4
0.4928060973086505,0.6430357844761856,0.3195728821318128,0.7528298393246181,0.25698304556176554,0.8152973112857853,0.13373765849819097,1.0,0.6062963780540335,0.15033374589376367,4
0.5294242945243461,0.6988777571558167,0.38506891050981085,0.7160145033582748,0.3154790992461702,0.7877099026436085,0.14762863093670336,1.0,0.5473965029457265,0.0,4
0.3766711900666814,0.6658129128609703,0.29630986477142435,0.6836559642591404,0.2199321148395339,0.7500314634587043,0.14107932210749896,1.0,0.543734321940552,0.0,4
0.5213542604351087,0.6558154582300542,0.33442747169236575,0.735996743128245,0.2371813418358536,0.7627706374018608,0.09713435651462682,1.0,0.3136391681437674,0.0,4
0.3884622301697163,0.5108513504761675,0.34813192279128713,0.5680839494832164,0.26348590965419766,0.6313358235526808,0.13339327764222936,1.0,0.261061501576419,0.1689640684761263,4
0.28139314516091396,0.5980505037577998,0.16727199230240597,0.6247541293223835,0.1462932167016825,0.6922756793637698,0.12472501083214091,1.0,0.4476617333683149,0.0,4
0.5614726845149415,0.7487556969047361,0.37765420034188224,0.7843246153498066,0.21596927195378646,0.8172249655375421,0.12237941501059382,1.0,0.7664251879995869,0.0,4
0.4311133250128145,0.6093121858349626,0.26271682232411,0.6990577762361712,0.19229134083312516,0.735200998012193,0.14134730209099278,1.0,0.5505627876163167,0.21982003228501812,4
0.4977278114155319,0.6508271448720585,0.394053979132373,0.7175944781564899,0.27208998498174775,0.8215915881887016,0.08742645885104415,1.0,0.7671152518801496,0.20492607299938892,4
0.3357611055490534,0.6593824861370613,0.18834468216647948,0.7117715903674998,0.12308319098807519,0.8459927289672389,0.05634673501269544,1.0,0.04673030052048848,0.0,4
0.44246290693419715,0.5363641149377006,0.2956387808146454,0.627590293020984,0.19968812828090804,0.6810502751117371,0.12845640960290278,1.0,0.45365167863138645,0.0,4
0.42738706935131554,0.5409208046503129,0.2861048254842418,0.6115934064507507,0.25988001595856935,0.7444695925312264,0.10893691862935323,1.0,0.3658293329547213,0.29145099859738877,4
0.4176413831364194,0.570217538694646,0.23612381833360724,0.6082418912403467,0.17335124449388623,0.667819316755404,0.10541974355697249,1.0,0.38414536111580067,0.0,4
0.3344020437285511,0.542552372757386,0.27527571864927713,0.6379424192575391,0.20499692413039827,0.7253706321909146,0.1790697321076145,1.0,0.44769355504383485,0.0,4
0.390488914965474,0.5336829218659991,0.34033690843792697,0.5641046522285125,0.2799348716645767,0.6328157631274325,0.18799750163343504,1.0,0.5794627886497083,0.0,4
0.4679961032595272,0.681276502732791,0.3143821823826629,0.7067948087377903,0.2049874582336716,0.8674142143340101,0.06346934205997415,1.0,0.3214150114704375,0.0,4
0.42216162008800145,0.5415660497832613,0.36774499371698627,0.5572403387876748,0.3032073710882724,0.6309444473389679,0.19196662609864257,1.0,0.6850423640604095,0.0,4
0.45717744337064425,0.595788384945013,0.26169216060764644,0.6414470427533803,0.1656921359963569,0.7278411859276568,0.11391669465833336,1.0,0.3463189176260983,0.13922444517319435,4
0.4385609497893826,0.5992955773308585,0.31196320922061704,0.6568855887696913,0.2598814844530865,0.7397890501316682,0.16064820327656965,1.0,0.37125093797243525,0.24172545429849668,4
0.34180625729378894,0.5476674243131012,0.28722220988849306,0.5894532442144262,0.20272814296363995,0.7379156646710658,0.10303102684397175,1.0,0.367650901408679,0.28939029171876235,4
0.4211589565135736,0.516000354290579,0.3286918124044981,0.5299459894486821,0.25165850813073604,0.6227066082672577,0.16241984846440893,1.0,0.18732775063271845,0.0,4
0.4013960851770946,0.5459628058762522,0.28642304850682504,0.589672437184131,0.18765376741384315,0.6391511325477904,0.13224705389031235,1.0,0.25681349044917506,0.1343118240278352,4
0.43946837305388053,0.517953901869433,0.32036991892618116,0.5517022806595766,0.28710288531808026,0.6255725248828562,0.1704876422495311,1.0,0.4504219738146801,0.0,4
0.3785822462730741,0.5656001399573729,0.1734097133790044,0.6106789934746742,0.10293993465628082,0.7148136918012344,0.058200283880940853,1.0,0.1560890473729332,0.0,4
0.32017718984871096,0.577369700875824,0.20894784444479114,0.6139541950307392,0.1587440170275024,0.7250464860324984,0.11566353534896363,1.0,0.14957808224114846,0.0,4
0.43467549808129496,0.5575252011971119,0.3266790947573528,0.610041638629837,0.2703938015253742,0.6955065327832998,0.1475568259222626,1.0,0.5755274685588864,0.28909866768554604,4
0.41680157716080124,0.5990361392540247,0.31575052572057954,0.6261543043932298,0.24886931397230877,0.69021307230208,0.16912596673972538,1.0,0.7881952880834538,0.15078297977358998,4
0.2681158260039129,0.5101765878725153,0.2039027934353888,0.5712536897740352,0.11603941796981554,0.7138052725457339,0.06580257314893972,1.0,0.504223623696091,0.2111283770494503,4
0.53680983423756,0.7602083337917785,0.31132053879912336,0.7787525998852218,0.25348745873315826,0.8040583964226938,0.1020121756904481,1.0,0.17570733823847276,0.0,4
0.4033777906831898,0.5605221472296494,0.3130579526937157,0.5941219115293908,0.2709340296826968,0.7189817145559538,0.18952201778517963,1.0,0.4016059559550116,0.0,4
0.40963940762688256,0.5745319004256851,0.3053572054612347,0.6372817023858991,0.197672781642951,0.7496285560122792,0.13369152808327558,1.0,0.6133568995678647,0.2810967332003329,4
0.3781686453674278,0.5099789469185796,0.21539037830220847,0.5442487862104196,0.19741340391623363,0.5961997947195228,0.17457914366641925,1.0,0.12872089566535597,0.0,4
0.29613818453329654,0.5270343550932415,0.16397819393612345,0.5874962190081676,0.14481518157677842,0.6772396170436287,0.06250601821186783,1.0,0.06461559027799844,0.0,4
0.4984057312872709,0.5909231707796505,0.3711393060732313,0.6608960109911464,0.306649031322147,0.735456640618534,0.18223959378587,1.0,0.2751145940087373,0.0,4
0.5051163739809524,0.6084477075478893,0.3720995280017693,0.6433751346659244,0.27418780586336866,0.7103278713273444,0.1685210979697475,1.0,0.2855259864409577,0.2107715968620752,4
0.366595787662483,0.5799151976598269,0.24201317638329117,0.6656454015231136,0.1339582761118564,0.7511621933497145,0.10130604055839201,1.0,0.7983179218978372,0.0,4
0.3814255788410472,0.543395499154341,0.2532119626789975,0.5790331394074075,0.12689457182448938,0.7068500297828243,0.07397508005818208,1.0,0.513607151044444,0.0,4
0.44619911537029455,0.5732688247550235,0.31748759078801103,0.6065300526377325,0.2402905671287831,0.7361163469189079,0.10829055823841112,1.0,0.6482519691017399,0.0,4
0.44875580679323923,0.7216872158342587,0.322581769458959,0.7762926165593607,0.18963155749933702,0.8086962054676741,0.08863358984076206,1.0,0.11792656724225106,0.0,4
0.3364520919816849,0.6307597351483394,0.2557941081382695,0.7253076680000257,0.18918131444994557,0.8311956839996868,0.10213088278849149,1.0,0.09484556461553205,0.0,4
0.40623831232014884,0.6003143940917661,0.3126011069618953,0.6797561709906061,0.29521944594757554,0.7295436935627999,0.1498521703270953,1.0,0.17253954038369956,0.018940296317258576,4
0.34002415549190634,0.49866774413421466,0.26726299755966204,0.5214519340382946,0.24670737859311342,0.631024407569111,0.1186457935252741,1.0,0.24478714085034162,0.0,4
0.3043743118143628,0.54183430670044,0.2019984753507219,0.5860999069197985,0.1778704840692772,0.6965948905575292,0.09453645798648735,1.0,0.04322173339495583,0.0,4
0.38864861430108516,0.5141823743002597,0.24322673640006598,0.5935606127787636,0.14236298794363145,0.7596188943217862,0.1031998198380553,1.0,0.6860257401311675,0.05402658157082272,4
0.32702276885573234,0.5085836565102047,0.22677643209497345,0.5211045536523138,0.20232859047913948,0.6343264497535913,0.14019893108460493,1.0,0.7848957217775995,0.0,4
0.3526790038624673,0.5112699427713396,0.25925318530773994,0.5456063117589793,0.2368632836843128,0.5923367356183209,0.19971623507151925,1.0,0.6530476940522343,0.0,4
0.27199457887658923,0.536901242043202,0.13993710787206148,0.6686414505596582,0.09474277573029155,0.7943885763273152,0.06655690189109324,1.0,0.7053145357784216,0.0,4
0.32851433734214863,0.5217847755293981,0.2818509384771995,0.5528820222993647,0.22719900708957275,0.5795195685476026,0.18690125615726838,1.0,0.24045968265295567,0.06436182748523368,4
0.3622520516234327,0.650722055908487,0.2435393696605903,0.7179120708871555,0.20052967282029655,0.7693269244615855,0.16725097767775843,1.0,0.3351985618159688,0.0,4
0.4060314592373351,0.5470441447522774,0.3205717184915821,0.6342949247576326,0.21721058625465434,0.6924628215316975,0.16298149543799573,1.0,0.6178284053476477,0.16219008368785404,4
0.4782092538700901,0.5953410587485995,0.35827113045027165,0.6835665353788638,0.2836110004477795,0.7790790417966162,0.16830931976842273,1.0,0.20490083962942762,0.061491076715055534,4
0.47696751153258193,0.5702946233517442,0.32812409333847575,0.6428931329679717,0.23113264757965263,0.6740367488391735,0.19897661694608376,1.0,0.7298459472311665,0.1377813114432707,4
0.38347412629516253,0.5938599172233566,0.22844515098338114,0.638677008887129,0.20684927085150906,0.6894482823927481,0.13057815895389074,1.0,0.3057636069474384,0.0,4
0.45637827791290453,0.5870594228671907,0.3169221745143893,0.6324036926785834,0.22960861806110322,0.7334704023762746,0.1272046115220762,1.0,0.20861887533420662,0.0,4
0.5295624270630206,0.7266766175625776,0.3416130953691823,0.7750972474873004,0.2741896101587835,0.8319552875778816,0.11175964986311201,1.0,0.6128562290185829,0.0,4
0.3361124477679985,0.5100663235762406,0.23406458255375268,0.5655189870817299,0.1103244230244963,0.7214017676798506,0.06807965542305519,1.0,0.5339130395034463,0.25512575171341834,4
0.522217387898098,0.6603844068711804,0.388556838002442,0.672001336556519,0.3352105471631619,0.7757859017064418,0.1842232344575066,1.0,0.46635348968837936,0.1522178800231402,4
0.4123612782595365,0.6333391309622409,0.24596630346339426,0.7092339608710723,0.2247679917285086,0.7664705176166299,0.14128357572777467,1.0,0.7862862476437416,0.05884332566356268,4
0.4122915964639664,0.6060214272253819,0.325906452939112,0.6235992856880734,0.23159997340792204,0.7185208811500253,0.07845089308389784,1.0,0.6275472899671017,0.0,4
0.5146172621764493,0.6744101806080245,0.30262775869126674,0.7169022038617161,0.27223668192363615,0.7826617967334661,0.06685160251837868,1.0,0.6798703143975255,0.0,4
0.5560478297540958,0.7194949813257994,0.33049964267256654,0.746376419516896,0.2970909992416372,0.8280747602718951,0.10422371410225305,1.0,0.40335835291605887,0.0,4
0.3659941811459937,0.5055530223632478,0.31499929653218034,0.5609532089210876,0.23059791287807846,0.6169428204555399,0.147640082427565,1.0,0.6706201624030751,0.26369766316933696,4
0.42842094770077743,0.5365651563832328,0.25646596914088526,0.5528018898076944,0.21399351937741207,0.6520672966270534,0.09167010657872166,1.0,0.7733040235492274,0.0,4
0.35325871558657307,0.5524497468360969,0.156911944125678,0.6135600134910512,0.11295963425613909,0.7531426465077548,0.08705177115784087,1.0,0.5988990428817095,0.001864482096886899,4
0.3669332736564618,0.604488822253787,0.30051803862375753,0.6409630939588173,0.2849982769792031,0.7117404659355028,0.1551687241904608,1.0,0.21142307814757563,0.07879862521693469,4
0.5024605215441409,0.6958895320169245,0.31169057671041867,0.8047740213580908,0.16247187603899005,0.8795148142020585,0.05757193164245424,1.0,0.7435330696200744,0.2250693384478705,4
0.3437546564081066,0.5476131620196335,0.14428695667649083,0.6875947747687788,0.08953167835725373,0.8155895142993936,0.057946904155841514,1.0,0.39393320966070267,0.0,4
0.4114993499273795,0.48553475192051243,0.29360066450096634,0.5626761303671466,0.2426285719285196,0.6324246536056842,0.17718043569778585,1.0,0.14843791419754845,0.10078423132023598,4
0.5004282516871452,0.6445981862709169,0.3362783749151306,0.6999070462322701,0.23393580948448262,0.7240009154478415,0.14856771627117463,1.0,0.21284811139317503,0.0,4
0.45728706182341883,0.5942583030900784,0.33407826767286114,0.6200316892222468,0.24307966774317002,0.6620100427934881,0.18662739983675325,1.0,0.5131123898718415,0.0,4
0.5064606009405747,0.641255891325297,0.3332524618253143,0.6766025617638778,0.20335524923265125,0.7101576825484027,0.08435567332419375,1.0,0.32555712800029313,0.03864910472456199,4
0.3167100117791008,0.49810865820140493,0.23291998818686543,0.5562659940400068,0.21827127341547947,0.6923712665717394,0.15666292328207382,1.0,0.3133025510482459,0.0,4
0.3598428481993687,0.5044535568660846,0.27475266700045997,0.5438077101285176,0.21525700365095252,0.6750543057402939,0.11951426651933707,1.0,0.3903526037467766,0.00526911674378635,4
0.43430125739193803,0.5704137036981967,0.30719193054784033,0.6432392112227043,0.22892365757820404,0.6603357972203767,0.19069268175247783,1.0,0.763247944598988,0.07885746092076214,4
0.3952091295628334,0.5767963630572677,0.2344638731873071,0.636283443920387,0.2050458528502883,0.7077040364792768,0.12408886281058397,1.0,0.18140489094054635,0.16236757659868697,4
0.40868238628086384,0.4812374206083238,0.3064221826715122,0.5498608519825081,0.26783612662685097,0.6169577756103419,0.14579189776550805,1.0,0.7337893319092839,0.0,4
0.43631942506943855,0.5992499303695391,0.351594735658818,0.6650682417873404,0.3256167935722742,0.6989379817340315,0.18505377356486713,1.0,0.4169118072333613,0.007830408467013383,4
0.2984354480831217,0.45429719200381724,0.24145375822632997,0.5030410679907921,0.17464698272507845,0.6074984239715,0.1526110210098935,1.0,0.1563465740164534,0.0,4
0.3394100751085407,0.5450373543896465,0.2369600327190619,0.6241184750606754,0.21767346119744202,0.7598785875845947,0.06902664267916524,1.0,0.47881202758854613,0.06920960019958262,4
0.4636466613683802,0.6528377768852254,0.24756858924518416,0.6739224268380741,0.21410419298024141,0.7532537921049532,0.12839403191078155,1.0,0.09802197906988397,0.0,4
0.3845503774807769,0.5465949237271202,0.26095460804556947,0.604995718082493,0.1802423009726447,0.6940488750471225,0.07920024965885447,1.0,0.7349752165047962,0.21268490542640572,4
0.331555664860195,0.7013765370691633,0.2180181105877096,0.7525189063944979,0.17414712896950812,0.8065632185858317,0.08143140016237796,1.0,0.5596635418042818,0.25091334749019084,4
0.32597811482571515,0.5409391387576996,0.22780953337907767,0.5676885021753109,0.14798224701535312,0.6817454485708886,0.1262325352323483,1.0,0.4992187389216435,0.27726674106501487,4
0.4041750431322264,0.5315500447882516,0.22186670569202094,0.5496277252476978,0.19445528426030328,0.6932211904206278,0.05575396429816765,1.0,0.038607914066906,0.02835462288641185,4
0.3601201355204512,0.5932165128223614,0.2985404759942401,0.6433533091071759,0.2539069345161941,0.690246497628995,0.0832513451843564,1.0,0.0581647362512773,0.0,4
0.5035561729340695,0.7101852750339213,0.3667515028564351,0.723971473449644,0.3003651320989753,0.8561193725074705,0.1046608099255826,1.0,0.7065743765629551,0.0,4
0.41383716591910774,0.5085868705039491,0.28744915496138845,0.5658307852144138,0.2697127284165537,0.6761857175170969,0.16533115598222303,1.0,0.33441491801095796,0.0,4
0.46238772220720137,0.5311932696567299,0.3793730043289577,0.5677496978271249,0.30833505268291495,0.5951471761956071,0.19771298345450755,1.0,0.4649533633902769,0.29587407585964376,4
0.4393222986066726,0.6500665754230555,0.28066188365447464,0.6814288647378861,0.250968062512894,0.702768324444619,0.09255232743059938,1.0,0.14829825344311934,0.0,4
0.3934355337043517,0.5655649983324098,0.2081231753599435,0.6288822702851271,0.150622629668136,0.7582579728692954,0.09597017959202753,1.0,0.6988964680792641,0.29976543663114325,4
0.4433564062082824,0.6065219772664224,0.3585804404209418,0.6888170115758316,0.2878226473348646,0.7681770359215785,0.13285590360591945,1.0,0.6296730394197958,0.23648250005875615,4
0.36533255093993644,0.5190281386222999,0.30519701610245975,0.5859514179734671,0.29236214311254194,0.6866894464916095,0.16537889613534124,1.0,0.3667077546678841,0.0,4
0.3927144872512016,0.49958500150424223,0.3301189697880943,0.5523369647154628,0.28729781711868724,0.6137332101115701,0.1766984092066466,1.0,0.06719085420480031,0.021037747300936993,4
0.3920953090357959,0.5569502597182169,0.24597619790769998,0.632886746064039,0.1888521395411346,0.686394655537784,0.0886679790247325,1.0,0.330543687166331,0.0,4
0.42428772866205855,0.5575421135805506,0.32493542700735817,0.5854893839549768,0.27042246219775995,0.6116252120442991,0.16377396778721426,1.0,0.5896805822424531,0.0,4
0.529393893250898,0.6609589594419896,0.3955213067461489,0.7334353270133702,0.2789351658433499,0.7876791209859868,0.16272986957923524,1.0,0.77750480221831,0.06143540494935141,4
0.4134891598758771,0.6345813304757055,0.34680021666955513,0.6909791494853317,0.2569136222258531,0.7155179626711186,0.1217511978007444,1.0,0.7275669142182992,0.26850014697114444,4
0.35898841248662683,0.7173423235831565,0.239495896929514,0.7656528549722039,0.19454282402834622,0.808261533110578,0.11786524073425257,1.0,0.691761081433403,0.06816428217146471,4
0.4517855218533109,0.6260816170492663,0.2763965709799664,0.6903265649580693,0.12845401041890248,0.8042071634418693,0.05946454856206068,1.0,0.42928625199949066,0.1732104603709529,4
0.4107560552198482,0.5187167666603382,0.27296660432269243,0.5603086535270086,0.2525405485042457,0.635648295331497,0.19569928254636115,1.0,0.6296319749806298,0.252174604347142,4
0.4233542821749173,0.5328256960191958,0.2657797595904195,0.5761915499063689,0.1697298409042866,0.6632332341433128,0.07907728967863584,1.0,0.05781692649812875,0.015126485175900994,4
0.3886801502277911,0.5041145141548218,0.27997357813146095,0.5320747613569916,0.2632750926881293,0.6221778740725415,0.182204811312778,1.0,0.0845170104855443,0.0,4
0.4786979915967511,0.5837748623159542,0.33627364578999547,0.64585005109694,0.21152352174701472,0.7212629538486816,0.05673344121364475,1.0,0.07839748303088792,0.0,4
0.5030832577663489,0.5759689928490035,0.39094372289864415,0.6356759532777111,0.3050942813955336,0.6974792723215912,0.16120809824565047,1.0,0.7994642617446106,0.12434950154882615,4
0.43570496103090245,0.5444872168415964,0.3241417390776769,0.6098906619306041,0.2629960584564677,0.7493625608745635,0.15207429452757232,1.0,0.29268689704835893,0.2510215178016461,4
0.6282355819264105,0.7668942983923102,0.4169867425298,0.860285893121172,0.2777713932727137,0.8910095179531549,0.06689963660317949,1.0,0.3250161850286033,0.0,4
0.3196964393180737,0.5284441330889489,0.23773829116934364,0.5481866125504476,0.21073007294560064,0.6475712038124942,0.15188936817774537,1.0,0.25990477163035236,0.15242362004439292,4
0.37236822789147894,0.519658719489528,0.268466717312214,0.5610873559528384,0.17386549895954145,0.6312919818218705,0.12650590557046298,1.0,0.2717225237641836,0.1758870770533907,4
0.4134020044386544,0.5503752392460513,0.3779017943280172,0.6130691851830314,0.31066033696604245,0.6617371107612122,0.19370400572237934,1.0,0.19395127069282606,0.0,4
0.4154442477221446,0.5567830151543568,0.2758168237853395,0.6037115244146841,0.21485055803017905,0.6889052102422085,0.07501754269537418,1.0,0.18700871693736865,0.0034944429091697147,4
0.49284736436191595,0.6134202745613611,0.37765266187853536,0.6558952107020836,0.29503636509073616,0.7346103193253483,0.16299708213666675,1.0,0.3702091482420605,0.0,4
0.3303552132768727,0.5363099003561766,0.2783346947759176,0.6289786665329902,0.1819195957497729,0.6841213667301068,0.11055734837846402,1.0,0.35672528323033437,0.0,4
0.36777116431502244,0.5080755034189413,0.2889558568634888,0.5915709014099074,0.27431594535043435,0.6760662084798148,0.14713201643347162,1.0,0.7639043386428644,0.245408131005641,4
0.49633904667064044,0.7510585115275279,0.3648747138610574,0.7983441283152835,0.3015454159301474,0.8476925864265532,0.10104819681524113,1.0,0.11482466567054468,0.026941596571732618,4
0.4879044206750983,0.638175749303764,0.33275037472342117,0.7611866860622224,0.31319993624335407,0.8604135185039004,0.09570875993153052,1.0,0.7696917421103175,0.0421183330621522,4
0.4257058478982758,0.5453356829226219,0.326332796436315,0.6093000119459722,0.22433073760625305,0.6326302779949678,0.16932514307525687,1.0,0.678457435001766,0.14645128041806008,4
0.473425305729999,0.5925148421123978,0.2846760742263497,0.6149252875263892,0.2699238495184033,0.6971866824219832,0.1994576030952145,1.0,0.585359702269688,0.0,4
0.34550969437903867,0.679027155592634,0.24496435327766714,0.7366554927913884,0.17474014449537978,0.8276867090713963,0.08540808922228904,1.0,0.580628766021239,0.0,4
0.3800178042634528,0.5627359490140023,0.32296352217384017,0.6214301732095187,0.2634200888373308,0.7262831372602154,0.18497296971345162,1.0,0.08471129670785951,0.0,4
0.47246288014342036,0.5961326683925897,0.2990882612924138,0.6642026481601477,0.24989695677711338,0.7448622387531181,0.1624417523845686,1.0,0.27007767233652846,0.26459271976963994,4
0.2948118255228773,0.48108894794386337,0.2080379953848614,0.578495814172066,0.18065937341544402,0.7015301971733744,0.05479724181791721,1.0,0.2519704583561492,0.0,4
0.4239364532828963,0.5583540668065265,0.3151530042941794,0.6163047883065085,0.26374994002534125,0.7088886930280424,0.19394531599339077,1.0,0.48324925407611935,0.2263943259599669,4
0.45381379561112467,0.6456853310839687,0.3498022190308428,0.7447040313149492,0.27359053132608535,0.8136496230565916,0.10174034109359313,1.0,0.6090447660441661,0.13580959684952335,4
0.5474984314924282,0.7365419014489648,0.2977265211312201,0.7612942265968697,0.12911648478530635,0.8082884930950597,0.08283643845334784,1.0,0.642961682998711,0.0,4
0.3807815894889101,0.5458637125589898,0.3158157837366273,0.617640072952903,0.22070611534061085,0.699132023621465,0.12689483023612963,1.0,0.7768805536086317,0.0,4
0.47493062090860405,0.5691641235743323,0.3528867847351389,0.587503349754785,0.2711404724487076,0.6331224017458233,0.1601509054188172,1.0,0.42303771594652356,0.0,4
0.39020016173956723,0.575782652158557,0.2646556185763247,0.6434809519963198,0.22256188426127493,0.7078632829165045,0.07684774929889948,1.0,0.7690015550516272,0.08984756891216085,4
0.4561307378975195,0.6292559305834574,0.24175980654115276,0.6969991132070049,0.11344666060947373,0.7805572755296621,0.060568764487519064,1.0,0.7297582379040046,0.0,4
0.39553275041785363,0.7546138614313648,0.25292134197257854,0.8303275658446837,0.2012593543501029,0.8869738570715249,0.0509935901176006,1.0,0.40406271898366264,0.1014586183956802,4
0.3800321184463229,0.5540093476876102,0.2738477572280472,0.5862639412352845,0.21637027604809367,0.6431328058151845,0.1612705807392564,1.0,0.5475775328476163,0.0,4
0.40849083037300843,0.5862115672028669,0.33957514756851354,0.6662351337604007,0.28863398375435834,0.8043846616462277,0.14283613445313667,1.0,0.7107525167209353,0.0,4
0.36527644369609696,0.48034345408061624,0.3162407427081423,0.5075340579731227,0.28729316647380476,0.5953242788427248,0.1757960217526875,1.0,0.582621315329503,0.0,4
0.4446597367165166,0.5746560818670403,0.3334387866993143,0.598005944089337,0.23321968214690547,0.7202788495536655,0.10611552929650823,1.0,0.7082711877775886,0.0,4
0.40931763996112436,0.5912478664194004,0.33349470926336083,0.6461677652089864,0.267881529969698,0.7088889825371029,0.16565194675381217,1.0,0.3410497479851139,0.1875226449530182,4
0.44963634927521395,0.6990873316693398,0.2528913391988607,0.731882982888053,0.22176047078604533,0.7773026068642698,0.08338106205278355,1.0,0.3980656144108152,0.03658050545428982,4
0.37408441436866774,0.5812941063391432,0.24178454041868197,0.6393124897389193,0.21252423850958763,0.658865639741034,0.17309925047644675,1.0,0.421630836381332,0.0,4
0.48158960782939214,0.5728748964962889,0.3516523080449526,0.6422073192071516,0.3268880764134179,0.7597702723919734,0.16052101573799638,1.0,0.4649322296505487,0.0,4
0.39936095365853364,0.5737317097834331,0.342787596106356,0.6658889020601602,0.2187384329128793,0.7683360878599733,0.15432632156160359,1.0,0.5147113664789469,0.0,4
0.5595230963634403,0.7403741444506899,0.37549588313999405,0.779813641023759,0.22801873876841272,0.8063907479136831,0.12549171918053442,1.0,0.17657452807902035,0.0,4
0.4111847396375403,0.6222459831326306,0.32546067577633997,0.6646587729802556,0.23532282981065422,0.7658498058938217,0.11088484881632049,1.0,0.6113689361808056,0.2776910043125573,4
0.4961762805679195,0.646132998063087,0.34947668968989004,0.6673997836057247,0.23084004707968742,0.7251956090399994,0.08434779597552891,1.0,0.3527472908983491,0.0,4
0.3924234561029687,0.5361161021129689,0.2836770407625753,0.6343878451340534,0.19827759435356962,0.8098970082574198,0.09010876467344624,1.0,0.6977135380276234,0.019047251720270972,4
0.40863075659433373,0.5486100009224382,0.28593529294056763,0.5919841021601432,0.26105988756520215,0.6300749841569504,0.18255799740190343,1.0,0.39427477367853153,0.28689149241186285,4
0.4293705576678859,0.5473590624553921,0.32305670959347377,0.6304923545958881,0.20714081331657463,0.7783854262356501,0.14899605277658798,1.0,0.2523743507534948,0.0,4
0.44741774591683925,0.5978484960372858,0.2886331969572709,0.6170026158018493,0.24733287482035543,0.6859212809227132,0.09816785655158812,1.0,0.3099854499865076,0.053826306465379045,4
0.4698532405126347,0.5909759810111066,0.27688546193110236,0.6676787421822021,0.2587954133619858,0.7469163654509886,0.18969865133709712,1.0,0.7697446992165273,0.19521061489404526,4
0.36004550000369695,0.4645585912400746,0.29741420980058425,0.5193414119920303,0.23240236093864347,0.6181084324191619,0.19290770419076753,1.0,0.1873416171936933,0.0,4
0.41514187840687555,0.4961297778719682,0.30353335257840397,0.5602423160213766,0.22395377525062254,0.6485700665667011,0.1442141161121469,1.0,0.7522806608868375,0.23465395290735883,4
0.4365400349849632,0.6691121221249068,0.35200572404123776,0.736998390556278,0.2227050037107231,0.8269456811741753,0.13994601869339296,1.0,0.47520017673585163,0.0,4
0.41504667532820877,0.554127047104405,0.36793303141584793,0.5673676287492257,0.29152759613556783,0.6591887883626649,0.1635466728922675,1.0,0.7309896991046269,0.1355281072588211,4
0.40442540567805024,0.5138424345275787,0.2851113424714242,0.6049742054507246,0.19602480555119717,0.7148556172163069,0.15169926893313967,1.0,0.45286206620206193,0.0,4
0.35744543453187466,0.6438149330502341,0.2585676037278633,0.7180264819847589,0.1978868944800931,0.7802914887035219,0.14870287823153408,1.0,0.28538940652099093,0.23716306354728564,4
0.4710656550591186,0.6269048704956188,0.28363474596246224,0.6420321466669323,0.23418960065637395,0.766535711760983,0.1253367310434127,1.0,0.3590043314844958,0.04890592843700868,4
0.3908373427888148,0.5598488449965487,0.33552904142341716,0.6175352546556472,0.2938224775010764,0.6437658687213484,0.19818408846811564,1.0,0.5418963377343814,0.04186283888170463,4
0.5334436485061904,0.6382657456336962,0.3938938692839001,0.715292210398404,0.33724968599862526,0.7656986258407148,0.1971894382053156,1.0,0.6951691288469489,0.23129222976790137,4
0.42847913424233974,0.5133974574219312,0.31760827206424713,0.5291791091004567,0.23663647782110298,0.6448979394301868,0.11688002543006076,1.0,0.6755973580675132,0.0,4
0.42730574719763426,0.6278020016943111,0.20761885233350774,0.7118975130013461,0.16084716406568256,0.7350380555183844,0.09417780858790523,1.0,0.38298433534038206,0.043026320342702325,4
0.4414344249417464,0.7205417118995758,0.1951977828557787,0.7592911519301148,0.1441898470091444,0.8087475904216803,0.079767366502451,1.0,0.736187007752052,0.24017747122519978,4
0.48899653473925997,0.5900739937398103,0.3551931239141403,0.6596087010289443,0.30390644268682404,0.682669925654639,0.1635756153556626,1.0,0.5320604806331801,0.2382294100700135,4
0.42032923342344675,0.6587840354669877,0.28793282614451665,0.7117134040540514,0.13684781013566216,0.7443832876040152,0.07021880950899896,1.0,0.23062933176743297,0.0,4
0.35521508001225083,0.6026934839050433,0.2647562508556744,0.6794045488733849,0.2240102863825525,0.7718693583477332,0.12663228431811252,1.0,0.7322239196461305,0.1567165863863935,4
0.4574890540016364,0.5527607387942094,0.30569609091785094,0.6100185129827724,0.2195048510440165,0.7654579505571008,0.16938744716965654,1.0,0.35889683378229587,0.0,4
0.422471197868086,0.5989784186281406,0.23271934976179665,0.6964655127422577,0.18177530800983488,0.8078334981718176,0.14963118708109652,1.0,0.6318460200001652,0.03150440246661449,4
